ABS_TIME,Weekday,Month,Day,Year,Stop,Line,Current Time,ETA,CURRENT,PREDICTION
1412136000,3,10,1,2014,BUS114W,5B,4:00:30 PM,4:04:30 PM,57630,57870
1412136000,3,10,1,2014,BUS114W,5B,4:00:30 PM,4:39:30 PM,57630,59970
1412136000,3,10,1,2014,BUS945SW,5B,4:00:30 PM,4:06:30 PM,57630,57990
1412136000,3,10,1,2014,BUS945SW,5B,4:00:30 PM,4:41:30 PM,57630,60090
1412136000,3,10,1,2014,BUS113NW,5B,4:00:30 PM,4:04:30 PM,57630,57870
1412136000,3,10,1,2014,BUS113NW,5B,4:00:30 PM,4:39:30 PM,57630,59970
1412136000,3,10,1,2014,BUS563,5B,4:00:30 PM,4:15:30 PM,57630,58530
1412136000,3,10,1,2014,BUS563,5B,4:00:30 PM,4:41:30 PM,57630,60090
1412136000,3,10,1,2014,BUS117SW,5B,4:00:30 PM,4:07:30 PM,57630,58050
1412136000,3,10,1,2014,BUS117SW,5B,4:00:30 PM,4:42:30 PM,57630,60150
1412136000,3,10,1,2014,BUS426,17,4:00:30 PM,4:12:30 PM,57630,58350
1412136000,3,10,1,2014,BUS426,17,4:00:30 PM,4:20:30 PM,57630,58830
1412136000,3,10,1,2014,BUS426,17,4:00:30 PM,4:32:30 PM,57630,59550
1412136000,3,10,1,2014,BUS426,17,4:00:30 PM,4:40:30 PM,57630,60030
1412136000,3,10,1,2014,BUS426,17,4:00:30 PM,4:52:30 PM,57630,60750
1412136000,3,10,1,2014,BUS426,17,4:00:30 PM,5:00:30 PM,57630,61230
1412136000,3,10,1,2014,BUS115S,5B,4:00:30 PM,4:04:30 PM,57630,57870
1412136000,3,10,1,2014,BUS115S,5B,4:00:30 PM,4:39:30 PM,57630,59970
1412136000,3,10,1,2014,BUS631W,5B,4:01:00 PM,4:03:00 PM,57660,57780
1412136000,3,10,1,2014,BUS631W,5B,4:01:00 PM,4:38:00 PM,57660,59880
1412136000,3,10,1,2014,BUS118NW,5B,4:01:00 PM,4:08:00 PM,57660,58080
1412136000,3,10,1,2014,BUS118NW,5B,4:01:00 PM,4:43:00 PM,57660,60180
1412136000,3,10,1,2014,BUS347,17,4:01:00 PM,4:09:00 PM,57660,58140
1412136000,3,10,1,2014,BUS347,17,4:01:00 PM,4:17:00 PM,57660,58620
1412136000,3,10,1,2014,BUS347,17,4:01:00 PM,4:29:00 PM,57660,59340
1412136000,3,10,1,2014,BUS347,17,4:01:00 PM,4:37:00 PM,57660,59820
1412136000,3,10,1,2014,BUS190,17,4:01:00 PM,4:04:00 PM,57660,57840
1412136000,3,10,1,2014,BUS190,17,4:01:00 PM,4:15:00 PM,57660,58500
1412136000,3,10,1,2014,BUS190,17,4:01:00 PM,4:24:00 PM,57660,59040
1412136000,3,10,1,2014,BUS944N,5B,4:01:00 PM,4:29:00 PM,57660,59340
1412136000,3,10,1,2014,BUS944S,5B,4:01:00 PM,4:06:00 PM,57660,57960
1412136000,3,10,1,2014,BUS944S,5B,4:01:00 PM,4:41:00 PM,57660,60060
1412136000,3,10,1,2014,BUS114W,5B,4:01:00 PM,4:04:00 PM,57660,57840
1412136000,3,10,1,2014,BUS114W,5B,4:01:00 PM,4:39:00 PM,57660,59940
1412136000,3,10,1,2014,BUS945SW,5B,4:01:00 PM,4:06:00 PM,57660,57960
1412136000,3,10,1,2014,BUS945SW,5B,4:01:00 PM,4:41:00 PM,57660,60060
1412136000,3,10,1,2014,BUS113NW,5B,4:01:00 PM,4:04:00 PM,57660,57840
1412136000,3,10,1,2014,BUS113NW,5B,4:01:00 PM,4:39:00 PM,57660,59940
1412136000,3,10,1,2014,BUS563,5B,4:01:00 PM,4:15:00 PM,57660,58500
1412136000,3,10,1,2014,BUS117SW,5B,4:01:00 PM,4:07:00 PM,57660,58020
1412136000,3,10,1,2014,BUS117SW,5B,4:01:00 PM,4:42:00 PM,57660,60120
1412136000,3,10,1,2014,BUS426,17,4:01:00 PM,4:12:00 PM,57660,58320
1412136000,3,10,1,2014,BUS426,17,4:01:00 PM,4:21:00 PM,57660,58860
1412136000,3,10,1,2014,BUS426,17,4:01:00 PM,4:32:00 PM,57660,59520
1412136000,3,10,1,2014,BUS426,17,4:01:00 PM,4:41:00 PM,57660,60060
1412136000,3,10,1,2014,BUS426,17,4:01:00 PM,4:52:00 PM,57660,60720
1412136000,3,10,1,2014,BUS426,17,4:01:00 PM,5:01:00 PM,57660,61260
1412136000,3,10,1,2014,BUS115S,5B,4:01:00 PM,4:05:00 PM,57660,57900
1412136000,3,10,1,2014,BUS115S,5B,4:01:00 PM,4:40:00 PM,57660,60000
1412136000,3,10,1,2014,BUS631W,5B,4:01:30 PM,4:03:30 PM,57690,57810
1412136000,3,10,1,2014,BUS631W,5B,4:01:30 PM,4:37:30 PM,57690,59850
1412136000,3,10,1,2014,BUS118NW,5B,4:01:30 PM,4:07:30 PM,57690,58050
1412136000,3,10,1,2014,BUS118NW,5B,4:01:30 PM,4:42:30 PM,57690,60150
1412136000,3,10,1,2014,BUS347,17,4:01:30 PM,4:08:30 PM,57690,58110
1412136000,3,10,1,2014,BUS347,17,4:01:30 PM,4:17:30 PM,57690,58650
1412136000,3,10,1,2014,BUS347,17,4:01:30 PM,4:28:30 PM,57690,59310
1412136000,3,10,1,2014,BUS347,17,4:01:30 PM,4:37:30 PM,57690,59850
1412136000,3,10,1,2014,BUS190,17,4:01:30 PM,4:04:30 PM,57690,57870
1412136000,3,10,1,2014,BUS190,17,4:01:30 PM,4:15:30 PM,57690,58530
1412136000,3,10,1,2014,BUS190,17,4:01:30 PM,4:24:30 PM,57690,59070
1412136000,3,10,1,2014,BUS944N,5B,4:01:30 PM,4:28:30 PM,57690,59310
1412136000,3,10,1,2014,BUS944N,5B,4:01:30 PM,4:55:30 PM,57690,60930
1412136000,3,10,1,2014,BUS944S,5B,4:01:30 PM,4:05:30 PM,57690,57930
1412136000,3,10,1,2014,BUS944S,5B,4:01:30 PM,4:40:30 PM,57690,60030
1412136000,3,10,1,2014,BUS114W,5B,4:01:30 PM,4:04:30 PM,57690,57870
1412136000,3,10,1,2014,BUS114W,5B,4:01:30 PM,4:39:30 PM,57690,59970
1412136000,3,10,1,2014,BUS945SW,5B,4:01:30 PM,4:06:30 PM,57690,57990
1412136000,3,10,1,2014,BUS945SW,5B,4:01:30 PM,4:40:30 PM,57690,60030
1412136000,3,10,1,2014,BUS113NW,5B,4:01:30 PM,4:04:30 PM,57690,57870
1412136000,3,10,1,2014,BUS113NW,5B,4:01:30 PM,4:38:30 PM,57690,59910
1412136000,3,10,1,2014,BUS563,5B,4:01:30 PM,4:15:30 PM,57690,58530
